prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,update_date_dt,create_date_dt
GGRC01,TSA,,MAM,Bubalus bubalis,PRJNA453843,"SAMN08991595,SAMN08991596,SAMN08991597,SAMN08991598,SAMN08991599,SAMN08991600,SAMN08991601,SAMN08991602,SAMN08991603,SAMN08991604,SAMN08991605",,,8267486,6353,0,No,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
GGRD01,TSA,,INV,Pardosa pseudoannulata,PRJNA431702,"SAMN08398486,SAMN08398487,SAMN08398488,SAMN08398489,SAMN08398490,SAMN08398491,SAMN08398492,SAMN08398493,SAMN08398494",,,249762663,270835,0,No,2018-07-09T00:00:00Z,2018-07-09T00:00:00Z
GGRE01,TSA,,PLN,Agave sisalana,PRJNA359581,"SAMN06193669,SAMN06193670,SAMN06193671,SAMN06193672,SAMN06193673,SAMN06193674",,,38903285,66954,0,No,2019-08-16T00:00:00Z,2019-08-16T00:00:00Z
GGRF01,TSA,,PLN,Neonothopanus gardneri,PRJNA476325,"SAMN09429758,SAMN09429759,SAMN09429760",,,23451359,24094,0,No,2018-12-11T00:00:00Z,2018-12-11T00:00:00Z
GGRG01,TSA,,INV,Rhyacophila nubila,PRJNA478813,SAMN09531832,,"isolation_source: River stream,tissue_type: antenna",64205108,53028,0,No,2019-01-22T00:00:00Z,2019-01-22T00:00:00Z
GGRH01,TSA,,INV,Lampronia capitella,PRJNA431151,SAMN08384474,,"host: red currant,tissue_type: antenna",61480954,59781,0,No,2019-01-22T00:00:00Z,2019-01-22T00:00:00Z
GGRI01,TSA,,PLN,Panellus stipticus,PRJNA476325,"SAMN09429761,SAMN09429762,SAMN09429763",,,24171636,23446,0,No,2018-12-11T00:00:00Z,2018-12-11T00:00:00Z
GGRJ01,TSA,,PLN,Panellus stipticus,PRJNA476325,"SAMN09429764,SAMN09429765,SAMN09429766",,,24014079,23963,0,No,2018-12-11T00:00:00Z,2018-12-11T00:00:00Z
GGRK01,TSA,,PLN,Lentinula edodes,PRJNA476325,"SAMN09429767,SAMN09429768,SAMN09429769",,,21411725,19573,0,No,2018-12-11T00:00:00Z,2018-12-11T00:00:00Z
GGRL01,TSA,,INV,Trichogramma chilonis,PRJNA412985,SAMN07734740,,tissue_type: adult,314763,247,0,No,2019-07-23T00:00:00Z,2019-07-22T00:00:00Z
GGRM01,TSA,,PLN,Panax ginseng,PRJNA302556,"SAMN04283910,SAMN04283957,SAMN04283959,SAMN04283960,SAMN04284649,SAMN04284650,SAMN04284664,SAMN04284665,SAMN04284689,SAMN04284691,SAMN04284692,SAMN04284693,SAMN04285039,SAMN04285041",,,426974,440,0,No,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
GGRN01,TSA,,INV,Dolomedes triton,PRJNA431086,"SAMN08383817,SAMN08383818,SAMN08383819,SAMN08383820",,,23661022,45371,0,No,2019-04-12T00:00:00Z,2019-04-12T00:00:00Z
GGRO01,TSA,,INV,Daphnia magna,PRJNA476102,SAMN09425737,"breed: VU lab culture,isolate: pooled Zn-exposed animals","isolation_source: Climate room,tissue_type: whole animal",114002230,54306,0,No,2019-06-11T00:00:00Z,2019-06-11T00:00:00Z
GGRP01,TSA,,INV,Pocillopora acuta,PRJNA435468,"SAMN08874338,SAMN08874343,SAMN08874345,SAMN08891902,SAMN08891903,SAMN08891904,SAMN08892293,SAMN08892294,SAMN08892296,SAMN08918379,SAMN08918383,SAMN08918391",,,18332421,34067,0,No,2019-07-10T00:00:00Z,2019-07-10T00:00:00Z
GGRQ01,TSA,,INV,Pocillopora acuta,PRJNA435468,"SAMN08957533,SAMN08957534,SAMN08957536,SAMN08957541,SAMN08957542,SAMN08957543,SAMN08957717,SAMN08959842,SAMN08959843,SAMN08960346,SAMN08960432,SAMN08960449",,,16344018,29229,0,No,2019-07-10T00:00:00Z,2019-07-10T00:00:00Z
GGRR01,TSA,,INV,Perna viridis,PRJNA478494,SAMN09518906,strain: wild,tissue_type: foot,43974515,73264,0,No,2018-07-13T00:00:00Z,2018-07-13T00:00:00Z
GGRS01,TSA,,INV,Pocillopora acuta,PRJNA435468,"SAMN08781061,SAMN08803047,SAMN08803135,SAMN08803137,SAMN08803138,SAMN08813105,SAMN08855731,SAMN08859613,SAMN08862058,SAMN08862060,SAMN08862062",,,17268903,31135,0,No,2019-07-10T00:00:00Z,2019-07-10T00:00:00Z
GGRT01,TSA,,PLN,Carya illinoinensis,PRJNA411951,"SAMN07691980,SAMN07691981,SAMN07691982,SAMN07691983,SAMN07691984,SAMN07691985,SAMN07691986,SAMN07691987,SAMN07691988,SAMN07691989,SAMN07691990,SAMN07691991",,,74628586,83586,0,No,2018-07-10T00:00:00Z,2018-07-10T00:00:00Z
GGRU01,TSA,,INV,Crangon crangon,PRJNA479562,SAMN09580251,,"dev_stage: Adults,tissue_type: Midgut gland",77205396,135543,0,No,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
GGRV01,TSA,,PLN,Lavandula angustifolia,PRJNA391145,"SAMN07257947,SAMN07257948,SAMN07257949,SAMN07257950,SAMN07257951,SAMN07257952",,,15385418,8640,0,No,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
GGRW01,TSA,,PLN,Lavandula angustifolia,PRJNA391145,"SAMN07257948,SAMN07257950,SAMN07257952",,,20144815,8030,0,No,2019-08-06T00:00:00Z,2019-08-06T00:00:00Z
GGRZ01,TSA,,INV,Spodoptera exigua,PRJNA477295,"SAMN09464983,SAMN09464984,SAMN09464985,SAMN09464986,SAMN09464987,SAMN09464988,SAMN09464989,SAMN09464990,SAMN09464991,SAMN09464992,SAMN09464993,SAMN09464994",,,195502771,251722,0,No,2019-11-21T00:00:00Z,2019-11-21T00:00:00Z
GGSA01,TSA,,PLN,Corylus avellana,PRJNA316492,"SAMN04581313,SAMN04581314,SAMN04581315,SAMN04581317,SAMN04581318,SAMN04581319",,,102833162,86394,0,No,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
GGSB01,TSA,,PLN,Glehnia littoralis,PRJNA248158,SAMN02793994,,"tissue_type: leaf\, stem\, root",139150528,105847,0,No,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
GGSC01,TSA,,VRT,Sardina pilchardus,PRJNA428478,SAMN08291591,breed: Sardine,"dev_stage: adult,tissue_type: liver",278547452,245053,0,No,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
GGSD01,TSA,,INV,Gryllus veletis,PRJNA479659,"SAMN09598188,SAMN09598189,SAMN09598190,SAMN09598191,SAMN09598192,SAMN09598193,SAMN09598194,SAMN09598195,SAMN09598196,SAMN09598197,SAMN09598198,SAMN09598199,SAMN09598200,SAMN09598201,SAMN09598202,SAMN09598203",,,108582884,136332,0,No,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
GGSE01,TSA,,ENV,honeybee metagenome,PRJNA431793,"SAMN08430529,SAMN08430530,SAMN08430531,SAMN08430532,SAMN08430533,SAMN08430534,SAMN08430535,SAMN08430536,SAMN08430537,SAMN08430538,SAMN08430539,SAMN08430540,SAMN08430541,SAMN08430542,SAMN08430543,SAMN08430544,SAMN08430545,SAMN08430546,SAMN08430547,SAMN08430548,SAMN08430549,SAMN08430550,SAMN08430551,SAMN08430552,SAMN08430553,SAMN08430554,SAMN08430555,SAMN08430556,SAMN08430557,SAMN08430558,SAMN08430559,SAMN08430560,SAMN08430561,SAMN08430562,SAMN08430563,SAMN08430564,SAMN08430565,SAMN08430566,SAMN08430567,SAMN08430568,SAMN08430569,SAMN08430570,SAMN08430571,SAMN08430572,SAMN08430573",,host: honeybee,457690,45,0,No,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GGSF01,TSA,,PLN,Tectona grandis,PRJNA287604,SAMN03784593,cultivar: commercial cultivar without breeding,"dev_stage: Young plants,tissue_type: roots",839489,977,0,No,2018-07-24T00:00:00Z,2018-07-24T00:00:00Z
GGSI01,TSA,,PLN,Aquilaria malaccensis,PRJNA449813,"SAMN08918380,SAMN08918381",,,128239802,140168,0,No,2018-07-30T00:00:00Z,2018-07-30T00:00:00Z
GGTK01,TSA,,PLN,Oxytenanthera abyssinica,PRJNA481258,SAMN09664805,,"dev_stage: seedlings,tissue_type: leaves",253300,705,0,No,2018-07-30T00:00:00Z,2018-07-30T00:00:00Z
GGTL01,TSA,,VRT,Mantella betsileo,PRJNA260829,SAMN03031801,strain: captive bred,tissue_type: Dorsal and ventral skin,61176634,81178,0,No,2019-01-11T00:00:00Z,2019-01-11T00:00:00Z
GGTM01,TSA,,PLN,Camellia sinensis,PRJNA326299,"SAMN05275837,SAMN05275838,SAMN05275840,SAMN05275841",,,56174677,72386,0,No,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
GGTN01,TSA,,INV,Penaeus merguiensis,PRJNA482687,"SAMN09711333,SAMN09711334,SAMN09711335",,,19852346,29265,0,No,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GGTO01,TSA,,INV,Penaeus vannamei,PRJNA482687,"SAMN09711339,SAMN09711340,SAMN09711341",,,17062955,24398,0,No,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GGTP01,TSA,,INV,Metapenaeus endeavouri,PRJNA482687,"SAMN09711318,SAMN09711319,SAMN09711320",,,17172752,26665,0,No,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GGTQ01,TSA,,INV,Metapenaeus ensis,PRJNA482687,"SAMN09711321,SAMN09711322,SAMN09711323",,,22769960,34070,0,No,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GGTR01,TSA,,INV,Penaeus esculentus,PRJNA482687,"SAMN09711324,SAMN09711325",,,19418938,27904,0,No,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GGTS01,TSA,,INV,Penaeus monodon,PRJNA482687,"SAMN08741491,SAMN08741493,SAMN08741509",,,21123743,29145,0,No,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GGTT01,TSA,,INV,Penaeus latisulcatus,PRJNA482687,"SAMN09711328,SAMN09711329",,,15610153,23660,0,No,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GGTU01,TSA,,INV,Penaeus longistylus,PRJNA482687,"SAMN09711330,SAMN09711331,SAMN09711332",,,15136384,21969,0,No,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GGTV01,TSA,,INV,Penaeus semisulcatus,PRJNA482687,"SAMN09711336,SAMN09711337,SAMN09711338",,,17867304,26311,0,No,2019-10-09T00:00:00Z,2019-10-09T00:00:00Z
GGTW01,TSA,,INV,Zoanthus sp. QL-2018,PRJNA480736,SAMN09644088,"breed: natural habitat,isolate: East Coast of the United States","dev_stage: adult,isolation_source: colonies in the beachrock bands of reefs,tissue_type: entire organism",156989444,225162,0,No,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
GGTX01,TSA,,INV,Caerostris darwini,PRJNA479384,"SAMN09629009,SAMN09629010",,,141287831,206838,0,No,2019-07-29T00:00:00Z,2019-07-29T00:00:00Z
GGTY01,TSA,,PLN,Myosoton aquaticum,PRJNA429091,SAMN08329153,,"isolation_source: progeny of resistant single plant,tissue_type: leaf",77484677,91967,0,No,2019-06-11T00:00:00Z,2019-06-11T00:00:00Z
GGTZ01,TSA,,INV,Dermacentor variabilis,PRJNA475271,"SAMN09383130,SAMN09383131,SAMN09383132,SAMN09383133,SAMN09383134,SAMN09383135,SAMN09383136,SAMN09383137,SAMN09383138,SAMN09383139,SAMN09383140,SAMN09383141,SAMN09383142,SAMN09383143,SAMN09383144,SAMN09383145,SAMN09383146,SAMN09383147,SAMN09383148,SAMN09383149,SAMN09383150,SAMN09383151,SAMN09383152,SAMN09383153",,,83464452,92190,0,No,2019-01-04T00:00:00Z,2019-01-04T00:00:00Z
GGUA01,TSA,,VRT,Boiga cynodon,PRJNA483079,SAMN09725841,,"dev_stage: adult,tissue_type: Venom gland",255,1,1,Yes,2018-10-02T00:00:00Z,2018-10-02T00:00:00Z
GGUB01,TSA,,VRT,Boiga dendrophila,PRJNA483079,SAMN09725842,,"dev_stage: adult,tissue_type: Venom gland",14337,43,43,Yes,2018-10-02T00:00:00Z,2018-10-02T00:00:00Z
GGUC01,TSA,,VRT,Boiga dendrophila,PRJNA483079,SAMN09725843,,"dev_stage: adult,tissue_type: Venom gland",3819,12,12,Yes,2018-10-02T00:00:00Z,2018-10-02T00:00:00Z
GGUD01,TSA,,VRT,Boiga irregularis,PRJNA483079,SAMN09725844,,"dev_stage: adult,tissue_type: Venom gland",5700,18,18,Yes,2018-10-02T00:00:00Z,2018-10-02T00:00:00Z
GGUE01,TSA,,VRT,Boiga irregularis,PRJNA483079,SAMN09725845,,"dev_stage: adult,tissue_type: venom gland",4491,14,14,Yes,2018-10-02T00:00:00Z,2018-10-02T00:00:00Z
GGUF01,TSA,,VRT,Boiga nigriceps,PRJNA483079,SAMN09725846,,"dev_stage: adult,tissue_type: Venom gland",2211,7,7,Yes,2018-10-02T00:00:00Z,2018-10-02T00:00:00Z
GGUG01,TSA,,VRT,Boiga trigonata,PRJNA483079,SAMN09725847,,"dev_stage: adult,tissue_type: Venom gland",2187,7,7,Yes,2018-10-02T00:00:00Z,2018-10-02T00:00:00Z
GGUH01,TSA,,VRT,Misgurnus anguillicaudatus,PRJNA482614,"SAMN09709538,SAMN09709539,SAMN09709540,SAMN09709541",,,160961791,181169,0,No,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GGUI01,TSA,,INV,Palythoa sp. QL-2018,PRJNA480798,SAMN09650297,isolate: Vietnam,"dev_stage: adult,isolation_source: colonies in the beachrock bands of reefs,tissue_type: entire organism",157875365,185376,0,No,2019-10-09T00:00:00Z,2019-10-09T00:00:00Z
GGUJ01,TSA,,PLN,Citrus maxima,PRJNA430306,"SAMN08369220,SAMN08369221,SAMN08369222,SAMN08369223,SAMN08369224,SAMN08369225",,,68395229,89757,0,No,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GGUK01,TSA,,INV,Penaeus vannamei,PRJNA411958,"SAMN07685865,SAMN07685868,SAMN07685870,SAMN07685872,SAMN07685873,SAMN07686242,SAMN07692197,SAMN07692200,SAMN07701349,SAMN07701350,SAMN07701375,SAMN07701440,SAMN07701441,SAMN07701442",,,162735114,47260,0,No,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GGUL01,TSA,,PLN,Nymphaea alba,PRJNA472003,SAMN09223346,isolate: Abant Lake,"dev_stage: Mature\, Flowered,tissue_type: petal\, stamen\, leaf\, petiol and root",26383995,22384,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGUM01,TSA,,PLN,Citrus maxima,PRJNA430145,"SAMN08366861,SAMN08366862,SAMN08366863,SAMN08366864,SAMN08366865,SAMN08366866",,,54066408,67520,0,No,2018-08-28T00:00:00Z,2018-08-28T00:00:00Z
GGUN01,TSA,,PLN,Goniomonas avonlea,PRJNA482116,SAMN09697111,strain: CCMP3327,isolation_source: seawater,45806895,48844,0,No,2018-09-21T00:00:00Z,2018-09-21T00:00:00Z
GGUO01,TSA,,INV,Caerostris darwini,PRJNA479384,"SAMN09629009,SAMN09629010",,,13015122,10666,0,No,2019-07-29T00:00:00Z,2019-07-29T00:00:00Z
GGUP01,TSA,,PLN,Kappaphycus alvarezii,PRJNA473619,"SAMN09279717,SAMN09279718,SAMN09279719,SAMN09279720,SAMN09279721,SAMN09279722",,,48683891,55428,0,No,2018-08-23T00:00:00Z,2018-08-20T00:00:00Z
GGUQ01,TSA,,VRT,Anaxyrus baxteri,PRJNA484136,SAMN09760245,strain: M,"dev_stage: adult,tissue_type: kidney\, small intestine\, lung\, and liver",201385573,209390,0,No,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GGUR01,TSA,,VRT,Anaxyrus baxteri,PRJNA484136,SAMN09760244,strain: A,"dev_stage: adult,tissue_type: kidney\, small intestine\, lung\, and liver",193034108,199011,0,No,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GGUS01,TSA,,VRT,Anaxyrus baxteri,PRJNA484136,SAMN09760243,strain: A,"dev_stage: adult,tissue_type: kidney\, small intestine\, lung\, and liver",271965644,331616,0,No,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z
GGUT01,TSA,,INV,Penaeus vannamei,PRJNA411958,"SAMN07685865,SAMN07685868,SAMN07685870,SAMN07685872,SAMN07685873,SAMN07686242,SAMN07692197,SAMN07692200,SAMN07701349,SAMN07701350,SAMN07701375,SAMN07701440,SAMN07701441,SAMN07701442",,,8285927,3954,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGUU01,TSA,,PLN,Bletilla striata,PRJNA479478,SAMN09544948,cultivar: Zhengan,"dev_stage: whole life span,tissue_type: Root\, Stem\, Leaf\, Seed",78716461,127261,0,No,2019-12-09T00:00:00Z,2019-12-09T00:00:00Z
GGUV02,TSA,,INV,Crassostrea nippona,PRJNA482778,"SAMN09714467,SAMN13267181,SAMN13267182,SAMN13267183",,,72052376,66353,0,No,2019-12-06T00:00:00Z,2019-12-06T00:00:00Z
GGUW01,TSA,,INV,Mytilus galloprovincialis,PRJNA484309,SAMN09831641,isolate: PR2,"isolation_source: exposed rocky shore,tissue_type: branchia\, mantle",49379012,46541,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGUY01,TSA,,MAM,Bos taurus,PRJNA454060,SAMN08992074,isolate: Animal at start of Lactation,"dev_stage: First lactation,tissue_type: milk",236101495,163018,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGUZ01,TSA,,MAM,Bos taurus,PRJNA454060,SAMN08992075,isolate: Animal at start of Lactation,"dev_stage: First lactation,tissue_type: milk",216599581,144214,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGVA01,TSA,,MAM,Bos taurus,PRJNA454060,SAMN08992079,isolate: Animal at mid of Lactation,"dev_stage: First lactation,tissue_type: milk",303170363,205675,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGVB01,TSA,,MAM,Bos taurus,PRJNA454060,SAMN08992085,isolate: Animal at endt of Lactation,"dev_stage: First lactation,tissue_type: milk",248463996,161482,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGVC01,TSA,,MAM,Bos taurus,PRJNA454060,SAMN08992076,isolate: Animal at start of Lactation,"dev_stage: First lactation,tissue_type: milk",199685547,134625,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGVD01,TSA,,MAM,Bos taurus,PRJNA454060,SAMN08992077,isolate: Animal at start of Lactation,"dev_stage: First lactation,tissue_type: milk",186223318,140811,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGVE01,TSA,,MAM,Bos taurus,PRJNA454060,SAMN08992084,isolate: Animal at endt of Lactation,"dev_stage: First lactation,tissue_type: milk",164895228,115699,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGVF01,TSA,,MAM,Bos taurus,PRJNA454060,SAMN08992081,isolate: Animal at mid of Lactation,"dev_stage: First lactation,tissue_type: milk",134898377,93648,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGVG01,TSA,,MAM,Bos taurus,PRJNA454060,SAMN08992078,isolate: Animal at mid of Lactation,"dev_stage: First lactation,tissue_type: milk",286700451,199365,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGVH01,TSA,,MAM,Bos taurus,PRJNA454060,SAMN08992080,isolate: Animal at mid of Lactation,"dev_stage: First lactation,tissue_type: milk",288804455,193976,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGVI01,TSA,,MAM,Bos taurus,PRJNA454060,SAMN08992082,isolate: Animal at endt of Lactation,"dev_stage: First lactation,tissue_type: milk",214767484,147586,0,No,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GGVJ01,TSA,,PLN,Fragilaria radians,PRJNA484600,"SAMN09767203,SAMN09767204,SAMN09767205,SAMN09767206,SAMN09767207,SAMN09767208,SAMN09767209",,,40586549,26263,21667,Yes,2019-01-11T00:00:00Z,2019-01-11T00:00:00Z
GGVK01,TSA,,INV,Metorchis orientalis,PRJNA474572,"SAMN09302913,SAMN09355245",,,111259100,95621,0,No,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
GGVL01,TSA,,MAM,Bos indicus,PRJNA454060,SAMN08992083,isolate: Animal at endt of Lactation,"dev_stage: First lactation,tissue_type: milk",244897514,162694,0,No,2018-08-28T00:00:00Z,2018-08-28T00:00:00Z
GGVM01,TSA,,INV,Loxechinus albus,PRJNA475570,"SAMN09394455,SAMN09394456,SAMN09394457,SAMN09394458,SAMN09394459,SAMN09394460",,,171964182,184960,0,No,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
GGVN01,TSA,,VRT,Micropterus salmoides,PRJNA485177,"SAMN09808971,SAMN09808972,SAMN09808973,SAMN09808974,SAMN09808975,SAMN09808976,SAMN09808977,SAMN09808978,SAMN09808979,SAMN09808980,SAMN09808981,SAMN09808982,SAMN09808983,SAMN09808984,SAMN09808985,SAMN09808986,SAMN09808987,SAMN09808988,SAMN09808989,SAMN09808990,SAMN09808991,SAMN09808992,SAMN09808993,SAMN09808994,SAMN09808995,SAMN09808996,SAMN09808997,SAMN09808998,SAMN09808999,SAMN09809000,SAMN09809001,SAMN09809002",,,156145702,59259,0,No,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
GGVO01,TSA,,INV,Rotylenchulus reniformis,PRJNA286314,SAMN03768856,isolate: MSU,"isolation_source: Gossypium hirsutum,tissue_type: J2",172231698,225367,0,No,2018-08-31T00:00:00Z,2018-08-31T00:00:00Z
GGVP01,TSA,,INV,Rotylenchulus reniformis,PRJNA286314,SAMN03768913,isolate: MSU,"isolation_source: Gossypium hirsutum,tissue_type: J3",142671724,191805,0,No,2018-08-31T00:00:00Z,2018-08-31T00:00:00Z
GGVQ01,TSA,,INV,Rotylenchulus reniformis,PRJNA286314,SAMN03768915,isolate: MSU,"isolation_source: Gossypium hirsutum,tissue_type: Adult vermiform",153407771,207551,0,No,2018-08-31T00:00:00Z,2018-08-31T00:00:00Z
GGVR01,TSA,,INV,Rotylenchulus reniformis,PRJNA286314,SAMN03768916,isolate: MSU,"isolation_source: Gossypium hirsutum,tissue_type: sedentary female",92483026,134333,0,No,2018-08-31T00:00:00Z,2018-08-31T00:00:00Z
GGVS01,TSA,,INV,Haliotis fulgens,PRJNA453554,"SAMN08981743,SAMN08981757",,,66962539,95036,0,No,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
GGVU01,TSA,,INV,Amphiura filiformis,PRJNA256029,SAMN02934163,,"dev_stage: adult,tissue_type: dissected arms",62639456,136384,0,No,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
GGVV01,TSA,,INV,Rotylenchulus reniformis,PRJNA286314,SAMN03768855,isolate: MSU,"isolation_source: Gossypium hirsutum,tissue_type: egg",134425563,189889,0,No,2018-08-31T00:00:00Z,2018-08-31T00:00:00Z
GGVW01,TSA,,INV,Rapana venosa,PRJNA400655,SAMN07569381,"isolate: Larval development stages were sampled: one spiral whorl stage\, 1 day post-hatching (dph)\, two spiral whorl stage (5 dph)\, three spiral whorl stage (18 dph)\, and four spiral whorl stage (competent larvae\, 35 dph). Samples were also collected from the post larval stage (33 dph\, 3 days after settlement) and adults. Then all the samples were pooled",tissue_type: individuals,253902323,88162,0,No,2018-09-11T00:00:00Z,2018-09-11T00:00:00Z
GGVZ01,TSA,,INV,Acetes chinensis,PRJNA488982,"SAMN09908180,SAMN09908181",,,125283088,109531,0,No,2018-09-21T00:00:00Z,2018-09-21T00:00:00Z
GGWA01,TSA,,PLN,Citrus maxima,PRJNA433063,"SAMN08358188,SAMN08358189,SAMN08358190,SAMN08366864,SAMN08366865,SAMN08366866",,,52246399,62850,0,No,2018-09-21T00:00:00Z,2018-09-21T00:00:00Z
GGWB01,TSA,,PLN,Amoebophrya sp. ex Karlodinium veneficum,PRJNA257290,SAMN03075506,,isolation_source: infected Karlodinium veneficum cells,92243031,74501,0,No,2019-10-15T00:00:00Z,2019-10-15T00:00:00Z
GGWD01,TSA,,INV,Haemoproteus columbae,PRJNA385657,SAMN06899305,,"host: Columba livia,isolation_source: Avian blood sample",13214764,17131,0,No,2018-09-14T00:00:00Z,2018-09-14T00:00:00Z
GGWE01,TSA,,INV,Tripedalia cystophora,PRJNA489173,SAMN09949879,strain: Conant 1897,"dev_stage: adult,tissue_type: complete animal",124395117,70778,0,No,2019-03-11T00:00:00Z,2019-03-11T00:00:00Z
GGWF01,TSA,,BCT,Rhodococcus rhodochrous,PRJNA489974,SAMN10022657,strain: EP4,isolation_source: compost,8186745,1348,0,No,2018-09-21T00:00:00Z,2018-09-21T00:00:00Z
GGWG01,TSA,,PLN,Amoebophrya sp. ex Karlodinium veneficum,PRJNA257290,SAMN03075506,,isolation_source: infected Karlodinium veneficum cells,127092196,150738,0,No,2018-10-17T00:00:00Z,2018-10-17T00:00:00Z
GGWH01,TSA,,INV,Phacoides pectinatus,PRJNA282817,"SAMN03579629,SAMN03579636,SAMN04088166,SAMN04088167,SAMN04088168,SAMN04088169",,,71107771,182988,0,No,2018-10-02T00:00:00Z,2018-10-02T00:00:00Z
GGWI01,TSA,,INV,Daphnia magna,PRJNA490613,SAMN10054298,strain: SK,"dev_stage: adult,tissue_type: Whole body",22207934,25895,0,No,2018-09-25T00:00:00Z,2018-09-25T00:00:00Z
GGWJ01,TSA,,VRT,Acipenser oxyrinchus,PRJNA490239,"SAMN10031349,SAMN10031350,SAMN10031351,SAMN10031352,SAMN10031353,SAMN10031354,SAMN10031355,SAMN10031356,SAMN10031357,SAMN10031358,SAMN10031359,SAMN10031360,SAMN10031361,SAMN10031362,SAMN10031363,SAMN10031364,SAMN10031365,SAMN10031366,SAMN10031367,SAMN10031368,SAMN10031369,SAMN10031370,SAMN10031371,SAMN10031372",,,34807151,53624,0,No,2018-09-25T00:00:00Z,2018-09-25T00:00:00Z
GGWK01,TSA,,VRT,Acipenser gueldenstaedtii,PRJNA488144,"SAMN09925537,SAMN09925544",,,208011161,369441,0,No,2018-10-02T00:00:00Z,2018-10-02T00:00:00Z
GGWM01,TSA,,PLN,Rhizopus stolonifer,PRJNA491201,"SAMN10065676,SAMN10065677,SAMN10065678,SAMN10065679,SAMN10065680,SAMN10065681,SAMN10065682,SAMN10065683,SAMN10065684,SAMN10065685,SAMN10065686,SAMN10065687,SAMN10065688,SAMN10065689,SAMN10065690,SAMN10065691,SAMN10065692,SAMN10065693",,,19151657,19754,0,No,2019-10-07T00:00:00Z,2019-10-07T00:00:00Z
GGWN01,TSA,,PLN,Anaeromyces sp. NHY-2018,PRJNA489922,SAMN09994575,,"host: Bos taurus,isolation_source: Cow feces",42716387,47260,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGWO01,TSA,,PLN,Anaeromyces sp. NHY-2018,PRJNA489922,SAMN09994576,strain: C3J,"host: Bos taurus,isolation_source: Cow feces",54095241,57144,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGWP01,TSA,,PLN,Anaeromyces sp. NHY-2018,PRJNA489922,SAMN09994577,strain: G3G,"host: Capra hircus,isolation_source: Goat feces",43044428,52687,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GGWQ01,TSA,,PLN,Anaeromyces sp. NHY-2018,PRJNA489922,SAMN09994578,strain: O2,"host: Bos taurus,isolation_source: Cow feces (frozen)",60089963,61529,0,No,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
