,index,id,tax_id,species,family_name,order_name,source
887,887,GAPR00000000.1,7421,Diadromus collaris,Ichneumonidae,Hymenoptera,TSA
888,888,GAQF00000000.1,217443,Cotesia vestalis,Braconidae,Hymenoptera,TSA
889,889,GABB00000000.1,48909,Archaeopsylla erinacei,Pulicidae,Siphonaptera,TSA
890,890,GELL00000000.1,115081,Megalopta genalis,Halictidae,Hymenoptera,TSA
891,891,GEIF00000000.1,6978,Periplaneta americana,Blattidae,Blattodea,TSA
892,892,GEDY00000000.1,286706,Halyomorpha halys,Pentatomidae,Hemiptera,TSA
893,893,GEDM00000000.1,441921,Neodiprion lecontei,Diprionidae,Hymenoptera,TSA
894,894,GDKB00000000.1,82600,Cydia pomonella,Tortricidae,Lepidoptera,TSA
895,895,GDUN00000000.1,7159,Aedes aegypti,Culicidae,Diptera,TSA
896,896,GDHC00000000.1,30085,Lygus hesperus,Miridae,Hemiptera,TSA
897,897,GEDO00000000.1,1133088,Conogethes punctiferalis,Crambidae,Lepidoptera,TSA
898,898,GCET00000000.1,232242,Coptotermes gestroi,Rhinotermitidae,Blattodea,TSA
899,899,GCJP00000000.1,1049282,Biston suppressaria,Geometridae,Lepidoptera,TSA
900,900,GEEA00000000.1,27457,Bactrocera dorsalis,Tephritidae,Diptera,TSA
901,901,GEEF00000000.1,7539,Leptinotarsa decemlineata,Chrysomelidae,Coleoptera,TSA
902,902,GDAI00000000.1,304241,Tabanus bromius,Tabanidae,Diptera,TSA
903,903,GAPW00000000.1,7160,Aedes albopictus,Culicidae,Diptera,TSA
904,904,GCEQ00000000.1,405760,Psyttalia lounsburyi,Braconidae,Hymenoptera,TSA
905,905,GCDX00000000.1,389103,Psyttalia concolor,Braconidae,Hymenoptera,TSA
906,906,GCZT00000000.1,7160,Aedes albopictus,Culicidae,Diptera,TSA
907,907,GEFG00000000.1,211228,Cephus cinctus,Cephidae,Hymenoptera,TSA
908,908,GBZS00000000.1,69820,Spodoptera litura,Noctuidae,Lepidoptera,TSA
909,909,GEFD00000000.1,211228,Cephus cinctus,Cephidae,Hymenoptera,TSA
910,910,GEEY00000000.1,211228,Cephus cinctus,Cephidae,Hymenoptera,TSA
911,911,GEES00000000.1,441921,Neodiprion lecontei,Diprionidae,Hymenoptera,TSA
912,912,GAWS00000000.2,6978,Periplaneta americana,Blattidae,Blattodea,TSA
913,913,GAXH00000000.2,299019,Parides eurimedes,Papilionidae,Lepidoptera,TSA
914,914,GAUM00000000.2,438506,Machilis hrabei,Machilidae,Archaeognatha,TSA
915,915,GAZD00000000.2,1323540,Lipara lucens,Chloropidae,Diptera,TSA
916,916,GATA00000000.2,1323541,Meloe violaceus,Meloidae,Coleoptera,TSA
917,917,GAST00000000.2,265386,Polyommatus icarus,Lycaenidae,Lepidoptera,TSA
918,918,GASS00000000.2,763388,Platycentropus radiatus,Limnephilidae,Trichoptera,TSA
919,919,GAUZ00000000.2,355390,Stenobothrus lineatus,Acrididae,Orthoptera,TSA
920,920,GASN00000000.2,89055,Thermobia domestica,Lepismatidae,Zygentoma,TSA
921,921,GAZM00000000.2,50597,Stylops melittae,Stylopidae,Strepsiptera,TSA
922,922,GAVB00000000.2,537462,Triodia sylvina,Hepialidae,Lepidoptera,TSA
923,923,GAXZ00000000.2,1323544,Trichocera saltator,Trichoceridae,Diptera,TSA
924,924,GAVA00000000.2,670663,Triarthria setipennis,Tachinidae,Diptera,TSA
925,925,GAZB00000000.2,1323565,Lepicerus sp. AD-2013,Lepiceridae,Coleoptera,TSA
926,926,GAWP00000000.2,707599,Grylloblatta bifratrilecta,Grylloblattidae,Grylloblattodea,TSA
927,927,GAXA00000000.2,603693,Isonychia bicolor,Isonychiidae,Ephemeroptera,TSA
928,928,GASG00000000.2,263930,Yponomeuta evonymellus,Yponomeutidae,Lepidoptera,TSA
929,929,GAYB00000000.2,287248,Zygaena fausta,Zygaenidae,Lepidoptera,TSA
930,930,GAWT00000000.2,1323537,Empusa pennata,Empusidae,Mantodea,TSA
931,931,GAUK00000000.2,1049336,Ephemera danica,Ephemeridae,Ephemeroptera,TSA
932,932,GAYP00000000.2,7515,Ctenocephalides felis,Pulicidae,Siphonaptera,TSA
933,933,GATY00000000.2,212616,Chrysis viridula,Chrysididae,Hymenoptera,TSA
934,934,GAYK00000000.2,185833,Boreus hyemalis,Boreidae,Mecoptera,TSA
935,935,GAZQ00000000.2,173775,Aretaon asperrimus,Heteropterygidae,Phasmatodea,TSA
936,936,GATH00000000.2,172808,Bittacus pilicornis,Bittacidae,Mecoptera,TSA
937,937,GDKA00000000.1,354439,Rhynchophorus ferrugineus,Curculionidae,Coleoptera,TSA
938,938,GDAR00000000.1,77166,Dendroctonus ponderosae,Curculionidae,Coleoptera,TSA
939,939,GECT00000000.1,32389,Pteromalus puparum,Pteromalidae,Hymenoptera,TSA
940,940,GAXX00000000.2,1223722,Rhyacophila fasciata,Rhyacophilidae,Trichoptera,TSA
941,941,GAVM00000000.2,1325438,Hydroptila sp. AD-2013,Hydroptilidae,Trichoptera,TSA
942,942,GECN00000000.1,454923,Diachasma alloeum,Braconidae,Hymenoptera,TSA
943,943,GEDK00000000.1,441921,Neodiprion lecontei,Diprionidae,Hymenoptera,TSA
944,944,GEDB00000000.1,743375,Polistes dominula,Vespidae,Hymenoptera,TSA
945,945,GBIJ00000000.1,7038,Bemisia tabaci,Aleyrodidae,Hemiptera,TSA
946,946,GBII00000000.1,7038,Bemisia tabaci,Aleyrodidae,Hemiptera,TSA
947,947,GECM00000000.1,40370,Drosophila montana,Drosophilidae,Diptera,TSA
948,948,GBSB00000000.1,50390,Diabrotica virgifera virgifera,Chrysomelidae,Coleoptera,TSA
949,949,GDQV00000000.1,270894,Arachnocampa luminosa,Keroplatidae,Diptera,TSA
950,950,GBXD00000000.1,29058,Helicoverpa armigera,Noctuidae,Lepidoptera,TSA
951,951,GBUH00000000.1,154003,Chrysomela populi,Chrysomelidae,Coleoptera,TSA
952,952,GDJM00000000.1,32392,Cotesia rubecula,Braconidae,Hymenoptera,TSA
953,953,GBYH00000000.1,79782,Cimex lectularius,Cimicidae,Hemiptera,TSA
954,954,GBSU00000000.1,307491,Aphis glycines,Aphididae,Hemiptera,TSA
955,955,GAUP00000000.2,217443,Cotesia vestalis,Braconidae,Hymenoptera,TSA
956,956,GAYL00000000.2,1323536,Cosmioperla kuna,Eustheniidae,Plecoptera,TSA
957,957,GDRP00000000.1,27457,Bactrocera dorsalis,Tephritidae,Diptera,TSA
958,958,GATC00000000.2,233164,Nemophora degeerella,Adelidae,Lepidoptera,TSA
959,959,GAUH00000000.2,52562,Panorpa vulgaris,Panorpidae,Mecoptera,TSA
960,960,GAZE00000000.2,13139,Mastotermes darwiniensis,Mastotermitidae,Blattodea,TSA
961,961,GAUG00000000.2,1323549,Meinertellus cundinamarcensis,Meinertellidae,Archaeognatha,TSA
962,962,GAXY00000000.2,63434,Leptopilina clavipes,Figitidae,Hymenoptera,TSA
963,963,GASE00000000.2,1312446,Prorhinotermes simplex,Rhinotermitidae,Blattodea,TSA
964,964,GAVV00000000.2,417508,Pseudomallada prasinus,Chrysopidae,Neuroptera,TSA
965,965,GAZT00000000.2,58589,Prosarthria teretrirostris,Proscopiidae,Orthoptera,TSA
966,966,GASO00000000.2,89825,Tricholepidion gertschi,Lepidotrichidae,Zygentoma,TSA
967,967,GAZA00000000.2,1323539,Haploembia palaui,Oligotomidae,Embioptera,TSA
968,968,GASY00000000.2,173635,Dyseriocrania subpurpurella,Eriocraniidae,Lepidoptera,TSA
969,969,GAUX00000000.2,1323559,Ceuthophilus sp. AD-2013,Rhaphidophoridae,Orthoptera,TSA
970,970,GAWK00000000.2,217689,Ceratophyllus gallinae,Ceratophyllidae,Siphonaptera,TSA
971,971,GAYH00000000.2,1323535,Conwentzia psociformis,Coniopterygidae,Neuroptera,TSA
972,972,GAYJ00000000.2,459531,Atelura formicaria,Nicoletiidae,Zygentoma,TSA
973,973,GATJ00000000.2,189979,Bibio marci,Bibionidae,Diptera,TSA
974,974,GATI00000000.2,240869,Bombylius major,Bombyliidae,Diptera,TSA
975,975,GBYD00000000.1,995702,Euwallacea fornicatus,Curculionidae,Coleoptera,TSA
976,976,GCLM00000000.1,7160,Aedes albopictus,Culicidae,Diptera,TSA
977,977,GBCW00000000.1,47767,Agrotis segetum,Noctuidae,Lepidoptera,TSA
978,978,GDAV00000000.1,7370,Musca domestica,Muscidae,Diptera,TSA
979,979,GDLS00000000.1,57062,Hypothenemus hampei,Curculionidae,Coleoptera,TSA
980,980,GDKS00000000.1,74873,Anopheles sinensis,Culicidae,Diptera,TSA
981,981,GDKQ00000000.1,110193,Nicrophorus vespilloides,Silphidae,Coleoptera,TSA
982,982,GCTM00000000.1,7108,Spodoptera frugiperda,Noctuidae,Lepidoptera,TSA
983,983,GAPE00000000.1,1431903,Brassicogethes aeneus,Nitidulidae,Coleoptera,TSA
984,984,GAKG00000000.1,217443,Cotesia vestalis,Braconidae,Hymenoptera,TSA
985,985,GBGD00000000.1,65343,Panstrongylus megistus,Reduviidae,Hemiptera,TSA
986,986,GALO00000000.1,88217,Apis mellifera carnica,Apidae,Hymenoptera,TSA
987,987,GBEU00000000.1,408256,Telenomus podisi,Scelionidae,Hymenoptera,TSA
988,988,GBES00000000.1,1225065,Dichelops melacanthus,Pentatomidae,Hemiptera,TSA
989,989,GBFA00000000.1,1497372,Chinavia ubica,Pentatomidae,Hemiptera,TSA
990,990,GBER00000000.1,437493,Euschistus heros,Pentatomidae,Hemiptera,TSA
991,991,GBXH00000000.1,12985,Cadra cautella,Pyralidae,Lepidoptera,TSA
992,992,GAPL00000000.1,44664,Sitobion avenae,Aphididae,Hemiptera,TSA
993,993,GACO00000000.1,50550,Priacma serrata,Cupedidae,Coleoptera,TSA
994,994,GACP00000000.1,41027,Micropterix calthella,Micropterigidae,Lepidoptera,TSA
995,995,GADH00000000.1,1247484,Corydalinae sp. KMRSPBM-2012,Corydalidae,Megaloptera,TSA
996,996,GADB00000000.1,1260225,Nannochorista philpotti,Nannochoristidae,Mecoptera,TSA
997,997,GADA00000000.1,1247479,Xyela alpigena,Xyelidae,Hymenoptera,TSA
998,998,GACZ00000000.1,1247485,Tipula maxima,Tipulidae,Diptera,TSA
999,999,GACX00000000.1,1247481,Raphidia ariadne,Raphidiidae,Raphidioptera,TSA
1000,1000,GACV00000000.1,1247480,Philopotamus ludificatus,Philopotamidae,Trichoptera,TSA
1001,1001,GACU00000000.1,1247482,Nevrorthus apatelios,Nevrorthidae,Neuroptera,TSA
1002,1002,GACY00000000.1,1155016,Mengenilla moldrzyki,Mengenillidae,Strepsiptera,TSA
1003,1003,GACW00000000.1,118799,Carabus granulatus,Carabidae,Coleoptera,TSA
1004,1004,GABK00000000.1,279420,Sialis lutaria,Sialidae,Megaloptera,TSA
1005,1005,GAMD00000000.1,42839,Anopheles aquasalis,Culicidae,Diptera,TSA
1006,1006,GALA00000000.1,869069,Psorophora albipes,Culicidae,Diptera,TSA
1007,1007,GAJS00000000.1,168631,Chilo suppressalis,Crambidae,Lepidoptera,TSA
1008,1008,GAJX00000000.1,1295332,Clavigralla tomentosicollis,Coreidae,Hemiptera,TSA
1009,1009,GAJW00000000.1,307492,Aphis craccivora,Aphididae,Hemiptera,TSA
1010,1010,GAJV00000000.1,1291514,Anoplocnemis curvipes,Coreidae,Hemiptera,TSA
1011,1011,GAFE00000000.1,74873,Anopheles sinensis,Culicidae,Diptera,TSA
1012,1012,GAKJ00000000.1,263140,Sitodiplosis mosellana,Cecidomyiidae,Diptera,TSA
1013,1013,GAJY00000000.1,1295333,Megalurothrips sjostedti,Thripidae,Thysanoptera,TSA
1014,1014,GAGH00000000.1,185587,Osmia cornuta,Megachilidae,Hymenoptera,TSA
1015,1015,GABX00000000.1,77166,Dendroctonus ponderosae,Curculionidae,Coleoptera,TSA
1016,1016,GDHF00000000.1,174628,Bactrocera latifrons,Tephritidae,Diptera,TSA
1017,1017,GDHQ00000000.1,91422,Polistes metricus,Vespidae,Hymenoptera,TSA
1018,1018,GCVX00000000.1,65032,Epiphyas postvittana,Tortricidae,Lepidoptera,TSA
1019,1019,GBUI00000000.1,80249,Phaedon cochleariae,Chrysomelidae,Coleoptera,TSA
1020,1020,GDFS00000000.1,30207,Polistes fuscatus,Vespidae,Hymenoptera,TSA
1021,1021,GBVY00000000.1,30069,Anopheles stephensi,Culicidae,Diptera,TSA
1022,1022,GDGN00000000.1,680683,Amyelois transitella,Pyralidae,Lepidoptera,TSA
1023,1023,GDCO00000000.1,286706,Halyomorpha halys,Pentatomidae,Hemiptera,TSA
1024,1024,GDCN00000000.1,13123,Lymantria dispar,Lymantriidae,Lepidoptera,TSA
1025,1025,GDDM00000000.1,13123,Lymantria dispar,Lymantriidae,Lepidoptera,TSA
1026,1026,GDAW00000000.1,50650,Lygus lineolaris,Miridae,Hemiptera,TSA
1027,1027,GBEY00000000.1,104690,Bactrocera minax,Tephritidae,Diptera,TSA
1028,1028,GBEB00000000.1,7425,Nasonia vitripennis,Pteromalidae,Hymenoptera,TSA
1029,1029,GBAS00000000.1,1107848,Telchin licus,Castniidae,Lepidoptera,TSA
1030,1030,GBEC00000000.1,7426,Nasonia giraulti,Pteromalidae,Hymenoptera,TSA
1031,1031,GBXI00000000.1,28588,Zeugodacus cucurbitae,Tephritidae,Diptera,TSA
1032,1032,GBZL00000000.1,37776,Actias selene,Saturniidae,Lepidoptera,TSA
1033,1033,GBZD00000000.1,63990,Samia ricini,Saturniidae,Lepidoptera,TSA
1034,1034,GBZC00000000.1,91021,Antheraea assamensis,Saturniidae,Lepidoptera,TSA
1035,1035,GBZJ00000000.1,7121,Antheraea yamamai,Saturniidae,Lepidoptera,TSA
1036,1036,GBZF00000000.1,7119,Antheraea pernyi,Saturniidae,Lepidoptera,TSA
1037,1037,GBZE00000000.1,1579501,Rhodinia newara,Saturniidae,Lepidoptera,TSA
1038,1038,GCKB00000000.1,116153,Aethina tumida,Nitidulidae,Coleoptera,TSA
1039,1039,GAUC00000000.1,7038,Bemisia tabaci,Aleyrodidae,Hemiptera,TSA
1040,1040,GBAC00000000.1,51655,Plutella xylostella,Plutellidae,Lepidoptera,TSA
1041,1041,GBJX00000000.1,357502,Adelges tsugae,Adelgidae,Hemiptera,TSA
1042,1042,GBYY00000000.1,208016,Thaumetopoea pityocampa,Notodontidae,Lepidoptera,TSA
1043,1043,GBYZ00000000.1,208016,Thaumetopoea pityocampa,Notodontidae,Lepidoptera,TSA
1044,1044,GBGV00000000.1,91422,Polistes metricus,Vespidae,Hymenoptera,TSA
1045,1045,GARK00000000.1,7064,Popillia japonica,Scarabaeidae,Coleoptera,TSA
1046,1046,GCGJ00000000.1,229990,Locusta migratoria manilensis,Acrididae,Orthoptera,TSA
1047,1047,GBBI00000000.1,30076,Triatoma infestans,Reduviidae,Hemiptera,TSA
1048,1048,GBHN00000000.1,561076,Colaphellus bowringi,Chrysomelidae,Coleoptera,TSA
1049,1049,GBYB00000000.1,64838,Fopius arisanus,Braconidae,Hymenoptera,TSA
1050,1050,GASM00000000.1,219812,Tetramorium bicarinatum,Formicidae,Hymenoptera,TSA
1051,1051,GARJ00000000.1,7064,Popillia japonica,Scarabaeidae,Coleoptera,TSA
1052,1052,GAKB00000000.1,104688,Bactrocera oleae,Tephritidae,Diptera,TSA
1053,1053,GBRD00000000.1,30085,Lygus hesperus,Miridae,Hemiptera,TSA
1054,1054,GARQ00000000.1,7038,Bemisia tabaci,Aleyrodidae,Hemiptera,TSA
1055,1055,GBHO00000000.1,30085,Lygus hesperus,Miridae,Hemiptera,TSA
1056,1056,GARN00000000.1,7370,Musca domestica,Muscidae,Diptera,TSA
1057,1057,GAKP00000000.1,27457,Bactrocera dorsalis,Tephritidae,Diptera,TSA
1058,1058,GAMC00000000.1,7213,Ceratitis capitata,Tephritidae,Diptera,TSA
1059,1059,GATX00000000.1,1499517,Annulipalpia sp. AD-2013,,Trichoptera,TSA
1060,1060,GBKU00000000.1,7111,Trichoplusia ni,Noctuidae,Lepidoptera,TSA
1061,1061,GBTA00000000.1,52344,Helicoverpa assulta,Noctuidae,Lepidoptera,TSA
1062,1062,GBTE00000000.1,7166,Anopheles quadrimaculatus,Culicidae,Diptera,TSA
1063,1063,GBHB00000000.1,672150,Teleogryllus commodus,Gryllidae,Orthoptera,TSA
1064,1064,GBIT00000000.1,104690,Bactrocera minax,Tephritidae,Diptera,TSA
1065,1065,GBJR00000000.1,7091,Bombyx mori,Bombycidae,Lepidoptera,TSA
1066,1066,GBID00000000.1,6973,Blattella germanica,Ectobiidae,Blattodea,TSA
1067,1067,GBDM00000000.1,29058,Helicoverpa armigera,Noctuidae,Lepidoptera,TSA
1068,1068,GBRL00000000.1,263140,Sitodiplosis mosellana,Cecidomyiidae,Diptera,TSA
1069,1069,GBHT00000000.1,286706,Halyomorpha halys,Pentatomidae,Hemiptera,TSA
1070,1070,GANM00000000.1,108931,Nilaparvata lugens,Delphacidae,Hemiptera,TSA
1071,1071,GBEO00000000.1,74873,Anopheles sinensis,Culicidae,Diptera,TSA
1072,1072,GBCX00000000.1,1169899,Dastarcus helophoroides,Bothrideridae,Coleoptera,TSA
1073,1073,GAOM00000000.1,13131,Macrosiphum euphorbiae,Aphididae,Hemiptera,TSA
1074,1074,GARF00000000.1,154003,Chrysomela populi,Chrysomelidae,Coleoptera,TSA
1075,1075,GAPU00000000.1,80249,Phaedon cochleariae,Chrysomelidae,Coleoptera,TSA
1076,1076,GBDY00000000.1,473130,Kerria lacca,Kerriidae,Hemiptera,TSA
1077,1077,GBDP00000000.1,473130,Kerria lacca,Kerriidae,Hemiptera,TSA
1078,1078,GBDO00000000.1,473130,Kerria lacca,Kerriidae,Hemiptera,TSA
1079,1079,GBGG00000000.1,292399,Themira biloba,Sepsidae,Diptera,TSA
1080,1080,GARL00000000.1,7107,Spodoptera exigua,Noctuidae,Lepidoptera,TSA
1081,1081,GAWM00000000.1,179676,Culicoides sonorensis,Ceratopogonidae,Diptera,TSA
1082,1082,GAPP00000000.1,7038,Bemisia tabaci,Aleyrodidae,Hemiptera,TSA
1083,1083,GAPQ00000000.1,7038,Bemisia tabaci,Aleyrodidae,Hemiptera,TSA
1084,1084,GALP00000000.1,7229,Drosophila miranda,Drosophilidae,Diptera,TSA
1085,1085,GBCU00000000.1,37627,Aphidius ervi,Braconidae,Hymenoptera,TSA
1086,1086,GBBQ00000000.1,139651,Teleopsis whitei,Diopsidae,Diptera,TSA
1087,1087,GAXD00000000.1,133901,Frankliniella occidentalis,Thripidae,Thysanoptera,TSA
1088,1088,GBBP00000000.1,139649,Teleopsis dalmanni,Diopsidae,Diptera,TSA
1089,1089,GAWY00000000.1,1461318,Oropsylla silantiewi,Ceratophyllidae,Siphonaptera,TSA
1090,1090,GBAB00000000.1,7370,Musca domestica,Muscidae,Diptera,TSA
1091,1091,GAWI00000000.1,265456,Delia antiqua,Anthomyiidae,Diptera,TSA
1092,1092,GAVD00000000.1,29057,Ostrinia nubilalis,Crambidae,Lepidoptera,TSA
1093,1093,GAQX00000000.1,30127,Graminella nigrifrons,Cicadellidae,Hemiptera,TSA
1094,1094,GAAP00000000.1,27457,Bactrocera dorsalis,Tephritidae,Diptera,TSA
1095,1095,GAZV00000000.1,7460,Apis mellifera,Apidae,Hymenoptera,TSA
1096,1096,GAXT00000000.1,1317732,Crioscolia alcione,Scoliidae,Hymenoptera,TSA
1097,1097,GAXS00000000.1,1317727,Pepsis grossa,Pompilidae,Hymenoptera,TSA
1098,1098,GAXR00000000.1,602440,Stigmatomma oregonense,Formicidae,Hymenoptera,TSA
1099,1099,GAXQ00000000.1,1317726,Pseudomasaris vespoides,Vespidae,Hymenoptera,TSA
1100,1100,GAXP00000000.1,374941,Sphaeropthalma orestes,Mutillidae,Hymenoptera,TSA
1101,1101,GAZU00000000.1,1317728,Brachycistis timberlakei,Tiphiidae,Hymenoptera,TSA
1102,1102,GAXO00000000.1,1317734,Argochrysis armilla,Chrysididae,Hymenoptera,TSA
1103,1103,GAXN00000000.1,253855,Sceliphron caementarium,Sphecidae,Hymenoptera,TSA
1104,1104,GAXM00000000.1,231975,Mischocyttarus flavitarsis,Vespidae,Hymenoptera,TSA
1105,1105,GAXL00000000.1,292179,Chyphotes mellipes,Chyphotidae,Hymenoptera,TSA
1106,1106,GANS00000000.1,609295,Dinoponera quadriceps,Formicidae,Hymenoptera,TSA
1107,1107,GAQW00000000.1,476074,Onthophagus nigriventris,Scarabaeidae,Coleoptera,TSA
1108,1108,GAQV00000000.1,273928,Trypoxylus dichotomus,Scarabaeidae,Coleoptera,TSA
1109,1109,GARD00000000.1,1223490,Athetis lepigone,Noctuidae,Lepidoptera,TSA
1110,1110,GARG00000000.1,1223490,Athetis lepigone,Noctuidae,Lepidoptera,TSA
1111,1111,GARC00000000.1,1223490,Athetis lepigone,Noctuidae,Lepidoptera,TSA
1112,1112,GARB00000000.1,1223490,Athetis lepigone,Noctuidae,Lepidoptera,TSA
1113,1113,GAQJ00000000.1,93504,Ostrinia furnacalis,Crambidae,Lepidoptera,TSA
1114,1114,GANO00000000.1,1370023,Corethrella appendiculata,Chaoboridae,Diptera,TSA
1115,1115,GADL00000000.1,252295,Carposina sasakii,Carposinidae,Lepidoptera,TSA
1116,1116,GADK00000000.1,192188,Grapholita molesta,Tortricidae,Lepidoptera,TSA
1117,1117,GADJ00000000.1,934274,Grapholita dimorpha,Tortricidae,Lepidoptera,TSA
1118,1118,GADM00000000.1,195057,Drosophila malerkotliana malerkotliana,Drosophilidae,Diptera,TSA
1119,1119,GADP00000000.1,42063,Drosophila ercepeae,Drosophilidae,Diptera,TSA
1120,1120,GADQ00000000.1,296644,Drosophila malerkotliana pallens,Drosophilidae,Diptera,TSA
1121,1121,GADS00000000.1,300357,Drosophila merina,Drosophilidae,Diptera,TSA
1122,1122,GAEJ00000000.1,65965,Drosophila pseudoananassae pseudoananassae,Drosophilidae,Diptera,TSA
1123,1123,GADR00000000.1,296643,Drosophila pseudoananassae nigrens,Drosophilidae,Diptera,TSA
1124,1124,GAAF00000000.1,13131,Macrosiphum euphorbiae,Aphididae,Hemiptera,TSA
1125,1125,GABY00000000.1,7044,Anthonomus grandis,Curculionidae,Coleoptera,TSA
1126,1126,GAOR00000000.1,7107,Spodoptera exigua,Noctuidae,Lepidoptera,TSA
1127,1127,GALX00000000.1,217634,Anoplophora glabripennis,Cerambycidae,Coleoptera,TSA
1128,1128,GAOQ00000000.1,7107,Spodoptera exigua,Noctuidae,Lepidoptera,TSA
1129,1129,GAOP00000000.1,38123,Pachypsylla venusta,Aphalaridae,Hemiptera,TSA
1130,1130,GANH00000000.1,69319,Microplitis demolitor,Braconidae,Hymenoptera,TSA
1131,1131,GAFU00000000.1,7107,Spodoptera exigua,Noctuidae,Lepidoptera,TSA
1132,1132,GAGF00000000.1,417485,Chrysopa pallens,Chrysopidae,Neuroptera,TSA
1133,1133,GAIW00000000.1,1295013,Ganaspis sp. G1,Figitidae,Hymenoptera,TSA
1134,1134,GAIX00000000.1,116150,Pararge aegeria,Nymphalidae,Lepidoptera,TSA
1135,1135,GAJC00000000.1,63436,Leptopilina heterotoma,Figitidae,Hymenoptera,TSA
1136,1136,GAJA00000000.1,63433,Leptopilina boulardi,Figitidae,Hymenoptera,TSA
1137,1137,GAHQ00000000.1,99575,Ostrinia scapulalis,Crambidae,Lepidoptera,TSA
1138,1138,GACR00000000.1,55986,Ips typographus,Curculionidae,Coleoptera,TSA
1139,1139,GAHN00000000.1,7274,Drosophila serrata,Drosophilidae,Diptera,TSA
1140,1140,GAHP00000000.1,29057,Ostrinia nubilalis,Crambidae,Lepidoptera,TSA
1141,1141,GAEQ00000000.1,79478,Enallagma hageni,Coenagrionidae,Odonata,TSA
1142,1142,GAFX00000000.1,77166,Dendroctonus ponderosae,Curculionidae,Coleoptera,TSA
1143,1143,GAFW00000000.1,77166,Dendroctonus ponderosae,Curculionidae,Coleoptera,TSA
1144,1144,GAFI00000000.1,77161,Dendroctonus frontalis,Curculionidae,Coleoptera,TSA
1145,1145,GAEO00000000.1,49927,Pissodes strobi,Curculionidae,Coleoptera,TSA
1146,1146,GAFR00000000.1,91411,Polistes canadensis,Vespidae,Hymenoptera,TSA
1147,1147,GAAK00000000.1,315563,Belgica antarctica,Chironomidae,Diptera,TSA
1148,1148,GAAB00000000.1,224129,Agrilus planipennis,Buprestidae,Coleoptera,TSA
1149,1149,GABA00000000.1,1226248,Zorotypus gurneyi,Zorotypidae,Zoraptera,TSA
1150,1150,GAAX00000000.1,13068,Forficula auricularia,Forficulidae,Dermaptera,TSA
1151,1151,GAAV00000000.1,143722,Nemurella pictetii,Nemouridae,Plecoptera,TSA
1152,1152,GACJ00000000.1,121845,Diaphorina citri,Liviidae,Hemiptera,TSA
1153,1153,GABS00000000.1,7370,Musca domestica,Muscidae,Diptera,TSA
1154,1154,GAAU00000000.1,56364,Agrotis ipsilon,Noctuidae,Lepidoptera,TSA
1155,1155,GAMM00000000.1,48709,Orchesella cincta,Entomobryidae,Collembola,TSA
1156,1156,GAMN00000000.1,158441,Folsomia candida,Isotomidae,Collembola,TSA
1157,1157,GASX00000000.2,158441,Folsomia candida,Isotomidae,Collembola,TSA
1158,1158,GATD00000000.2,1323567,Pogonognathellus sp. AD-2013,Tomoceridae,Collembola,TSA
1159,1159,GATZ00000000.2,109609,Sminthurus viridis,Sminthuridae,Collembola,TSA
1160,1160,GAUE00000000.2,64695,Anurida maritima,Neanuridae,Collembola,TSA
1161,1161,GAXI00000000.2,48717,Tetrodontophora bielanensis,Onychiuridae,Collembola,TSA
1162,1162,GFPE00000000.1,1983282,Holacanthella duospinosa,Neanuridae,Collembola,TSA
1163,1163,GGYG00000000.1,187695,Sinella curviseta,Entomobryidae,Collembola,TSA
1164,0,GCF_003285875.2,47314,Drosophila novamexicana,Drosophilidae,Diptera,GCF
1165,1,GCF_006496715.1,7160,Aedes albopictus,Culicidae,Diptera,GCF
1166,2,GCF_003285725.1,7225,Scaptodrosophila lebanonensis,Drosophilidae,Diptera,GCF
1167,3,GCF_003285905.1,7224,Drosophila hydei,Drosophilidae,Diptera,GCF
1168,4,GCF_005508785.1,7029,Acyrthosiphon pisum,Aphididae,Hemiptera,GCF
1169,5,GCF_005281655.1,613905,Nylanderia fulva,Formicidae,Hymenoptera,GCF
1170,6,GCF_001412515.2,454923,Diachasma alloeum,Braconidae,Hymenoptera,GCF
1171,7,GCF_001654015.2,7232,Drosophila navojoa,Drosophilidae,Diptera,GCF
1172,8,GCF_000188095.3,132113,Bombus impatiens,Apidae,Hymenoptera,GCF
1173,9,GCF_004193835.1,93504,Ostrinia furnacalis,Crambidae,Lepidoptera,GCF
1174,10,GCF_003260585.2,307658,Monomorium pharaonis,Formicidae,Hymenoptera,GCF
1175,11,GCF_004153925.1,1437191,Osmia bicornis,Megachilidae,Hymenoptera,GCF
1176,12,GCF_003676215.2,43146,Rhopalosiphum maidis,Aphididae,Hemiptera,GCF
1177,13,GCF_004010815.1,80765,Aphis gossypii,Aphididae,Hemiptera,GCF
1178,14,GCF_003987935.1,7092,Bombyx mandarina,Bombycidae,Lepidoptera,GCF
1179,15,GCF_003013835.1,50390,Diabrotica virgifera,Chrysomelidae,Coleoptera,GCF
1180,16,GCF_003286085.1,7234,Drosophila persimilis,Drosophilidae,Diptera,GCF
1181,17,GCF_003286155.1,7220,Drosophila erecta,Drosophilidae,Diptera,GCF
1182,18,GCF_003672135.1,2015173,Ooceraea biroi,Formicidae,Hymenoptera,GCF
1183,19,GCF_003651465.1,72781,Formica exsecta,Formicidae,Hymenoptera,GCF
1184,20,GCF_003640425.1,7137,Galleria mellonella,Pyralidae,Lepidoptera,GCF
